A,B,C,D,
1,0.03,0,0
2,0.09,0,0
3,0.15,0,0
4,0.21,0,0
5,0.27,0,0
6,0.33,0,0
7,0.39,0,0
8,0.45,0,0
9,0.51,0,0
10,0.57,0,0
11,0.63,0,0
12,0.69,0,0
13,0.75,0,0
14,0.81,0,0
15,0.87,0,0
16,0.93,0,0
17,0.99,0,0
18,1.05,2.18399e-05,1.33333e-06
19,1.11,0.000139517,9.86667e-06
20,1.17,0.000594821,4.98667e-05
21,1.23,0.000670235,0.000101067
22,1.29,0.00067069,0.000158133
23,1.35,0.000906414,0.000241067
24,1.41,0.00146552,0.000381067
25,1.47,0.00262865,0.000656533
26,1.53,0.00444704,0.00115973
27,1.59,0.00974742,0.00234747
28,1.65,0.0193606,0.00490027
29,1.71,0.0350512,0.00983813
30,1.77,0.0635162,0.0193784
31,1.83,0.109325,0.0368965
32,1.89,0.179169,0.0673877
33,1.95,0.281566,0.118166
34,2.01,0.417541,0.197884
35,2.07,0.578771,0.31456
36,2.13,0.760677,0.476302
37,2.19,0.954549,0.690037
38,2.25,1.14477,0.959618
39,2.31,1.30826,1.28324
40,2.37,1.44342,1.65785
41,2.43,1.54504,2.078
42,2.49,1.60292,2.5346
43,2.55,1.62458,3.01877
44,2.61,1.61704,3.52223
45,2.67,1.57707,4.03497
46,2.73,1.52566,4.55258
47,2.79,1.46364,5.07044
48,2.85,1.39422,5.58434
49,2.91,1.32159,6.09173
50,2.97,1.25496,6.59306
51,3.03,1.18747,7.08632
52,3.09,1.12964,7.57413
53,3.15,1.07317,8.0555
54,3.21,1.02509,8.53281
55,3.27,0.98457,9.00855
56,3.33,0.945951,9.48275
57,3.39,0.914564,9.95795
58,3.45,0.888454,10.4361
59,3.51,0.867081,10.9196
60,3.57,0.853066,11.4121
61,3.63,0.842513,11.9157
62,3.69,0.835151,12.4321
63,3.75,0.836089,12.9664
64,3.81,0.838257,13.5201
65,3.87,0.842721,14.0952
66,3.93,0.853617,14.6968
67,3.99,0.865796,15.3264
68,4.05,0.880279,15.9864
69,4.11,0.898544,16.6805
70,4.17,0.913444,17.4078
71,4.23,0.930597,18.1706
72,4.29,0.948516,18.9708
73,4.35,0.968919,19.8115
74,4.41,0.988201,20.6927
75,4.47,1.00722,21.6156
76,4.53,1.02441,22.5795
77,4.59,1.03886,23.5831
78,4.65,1.04917,24.6231
79,4.71,1.05855,25.699
80,4.77,1.06466,26.8081
81,4.83,1.06889,27.949
82,4.89,1.07191,29.121
83,4.95,1.07048,30.3192
84,5.01,1.06842,31.5435
85,5.07,1.06666,32.7944
86,5.13,1.06017,34.067
87,5.19,1.0533,35.3601
88,5.25,1.04626,36.6734
89,5.31,1.03957,38.0081
90,5.37,1.0307,39.3607
91,5.43,1.02314,40.7331
92,5.49,1.01647,42.1266
93,5.55,1.00904,43.5405
94,5.61,1.00264,44.9757
95,5.67,0.996032,46.4324
96,5.73,0.988431,47.909
97,5.79,0.983563,49.4097
98,5.85,0.979337,50.9351
99,5.91,0.975851,52.4869
100,5.97,0.97437,54.0685
