A,B,C,D,
1,0.03,0,0
2,0.09,0,0
3,0.15,0,0
4,0.21,0,0
5,0.27,0,0
6,0.33,0,0
7,0.39,0,0
8,0.45,0,0
9,0.51,0,0
10,0.57,0,0
11,0.63,0,0
12,0.69,0,0
13,0.75,0,0
14,0.81,0,0
15,0.87,0,0
16,0.93,1.32629e-05,1.08025e-06
17,0.99,0.00963445,0.000890278
18,1.05,0.091279,0.0103665
19,1.11,0.167839,0.0298386
20,1.17,0.16206,0.0507273
21,1.23,0.139072,0.0705383
22,1.29,0.12712,0.090456
23,1.35,0.127851,0.112395
24,1.41,0.145721,0.139672
25,1.47,0.178502,0.175988
26,1.53,0.231743,0.227064
27,1.59,0.311094,0.301111
28,1.65,0.418759,0.408447
29,1.71,0.558164,0.56211
30,1.77,0.728152,0.776882
31,1.83,0.917351,1.06611
32,1.89,1.1135,1.44059
33,1.95,1.30151,1.90651
34,2.01,1.46256,2.46281
35,2.07,1.5854,3.10236
36,2.13,1.65056,3.80736
37,2.19,1.67092,4.56183
38,2.25,1.64506,5.34587
39,2.31,1.57888,6.13904
40,2.37,1.49077,6.92735
41,2.43,1.3926,7.70151
42,2.49,1.29125,8.45521
43,2.55,1.1932,9.18564
44,2.61,1.10173,9.8922
45,2.67,1.02449,10.5798
46,2.73,0.956441,11.2508
47,2.79,0.902346,11.9121
48,2.85,0.857914,12.5681
49,2.91,0.82596,13.2266
50,2.97,0.804772,13.8949
51,3.03,0.789887,14.5776
52,3.09,0.783284,15.2816
53,3.15,0.784901,16.0148
54,3.21,0.792525,16.7836
55,3.27,0.804836,17.5938
56,3.33,0.823839,18.4538
57,3.39,0.846022,19.3691
58,3.45,0.871938,20.3461
59,3.51,0.900452,21.3905
60,3.57,0.931757,22.5084
61,3.63,0.961669,23.7014
62,3.69,0.990557,24.9711
63,3.75,1.02056,26.3222
64,3.81,1.04616,27.7518
65,3.87,1.06929,29.2595
66,3.93,1.0866,30.8394
67,3.99,1.09954,32.4873
68,4.05,1.10838,34.1988
69,4.11,1.1122,35.9674
70,4.17,1.11034,37.785
71,4.23,1.10598,39.648
72,4.29,1.09633,41.5475
73,4.35,1.08295,43.4766
74,4.41,1.06801,45.4319
75,4.47,1.05291,47.4125
76,4.53,1.03711,49.416
77,4.59,1.02062,51.4403
78,4.65,1.00466,53.4853
79,4.71,0.989846,55.5525
80,4.77,0.977651,57.6466
81,4.83,0.967492,59.7714
82,4.89,0.956997,61.9257
83,4.95,0.951471,64.1204
84,5.01,0.947876,66.3601
85,5.07,0.946649,68.6509
86,5.13,0.947289,70.9978
87,5.19,0.949168,73.4046
88,5.25,0.953255,75.878
89,5.31,0.958924,78.4234
90,5.37,0.966247,81.0465
91,5.43,0.973521,83.7487
92,5.49,0.981231,86.5328
93,5.55,0.99015,89.404
94,5.61,0.997844,92.3603
95,5.67,1.00575,95.4042
96,5.73,1.01123,98.5298
97,5.79,1.01771,101.742
98,5.85,1.02342,105.039
99,5.91,1.0263,108.413
100,5.97,1.02882,111.865
