A,B,C,D,
1,0.03,0,0
2,0.09,0,0
3,0.15,0,0
4,0.21,0,0
5,0.27,0,0
6,0.33,0,0
7,0.39,0,0
8,0.45,0,0
9,0.51,0,0
10,0.57,0,0
11,0.63,0,0
12,0.69,0,0
13,0.75,0,0
14,0.81,0,0
15,0.87,0,0
16,0.93,0.000909521,8.53395e-05
17,0.99,0.0675445,0.00726682
18,1.05,0.319216,0.0454438
19,1.11,0.470858,0.108375
20,1.17,0.446143,0.174621
21,1.23,0.388526,0.238379
22,1.29,0.351693,0.30186
23,1.35,0.345531,0.370164
24,1.41,0.361545,0.448127
25,1.47,0.400273,0.541942
26,1.53,0.460714,0.658916
27,1.59,0.541221,0.807318
28,1.65,0.641385,0.996708
29,1.71,0.753982,1.23583
30,1.77,0.879229,1.53458
31,1.83,1.00327,1.89898
32,1.89,1.12028,2.333
33,1.95,1.22346,2.83756
34,2.01,1.30378,3.40884
35,2.07,1.35787,4.03987
36,2.13,1.38409,4.72091
37,2.19,1.38755,5.44266
38,2.25,1.36755,6.19351
39,2.31,1.33226,6.96452
40,2.37,1.28641,7.74816
41,2.43,1.23131,8.5367
42,2.49,1.18024,9.33032
43,2.55,1.12652,10.1248
44,2.61,1.07887,10.9218
45,2.67,1.03523,11.7222
46,2.73,0.996667,12.5278
47,2.79,0.965105,13.3425
48,2.85,0.938245,14.169
49,2.91,0.917387,15.0115
50,2.97,0.902698,15.8751
51,3.03,0.892077,16.7633
52,3.09,0.887412,17.6822
53,3.15,0.886184,18.6359
54,3.21,0.888431,19.6287
55,3.27,0.893331,20.6646
56,3.33,0.90176,21.7491
57,3.39,0.91398,22.8882
58,3.45,0.926177,24.0837
59,3.51,0.939015,25.3384
60,3.57,0.954327,26.6574
61,3.63,0.970187,28.0439
62,3.69,0.985331,29.4989
63,3.75,0.999831,31.0237
64,3.81,1.01255,32.6177
65,3.87,1.02448,34.2817
66,3.93,1.03496,36.0153
67,3.99,1.04283,37.8158
68,4.05,1.0477,39.6795
69,4.11,1.05012,41.6032
70,4.17,1.04979,43.583
71,4.23,1.04871,45.618
72,4.29,1.04635,47.7064
73,4.35,1.04192,49.8446
74,4.41,1.03702,52.0318
75,4.47,1.03065,54.2651
76,4.53,1.02456,56.5452
77,4.59,1.01709,58.8691
78,4.65,1.01051,61.2387
79,4.71,1.00376,63.6536
80,4.77,0.999196,66.1191
81,4.83,0.994015,68.634
82,4.89,0.989167,71.1992
83,4.95,0.985466,73.8178
84,5.01,0.983258,76.4943
85,5.07,0.98005,79.2264
86,5.13,0.979798,82.0228
87,5.19,0.980169,84.886
88,5.25,0.981072,87.8186
89,5.31,0.982391,90.8226
90,5.37,0.984041,93.9
91,5.43,0.986046,97.053
92,5.49,0.988869,100.285
93,5.55,0.991902,103.599
94,5.61,0.995457,106.996
95,5.67,0.998225,110.477
96,5.73,1.00119,114.042
97,5.79,1.0028,117.687
98,5.85,1.00536,121.419
99,5.91,1.00759,125.235
100,5.97,1.00861,129.134
