# Time-averaged data for fix 9
# TimeStep c_msd[4]
100 0.0111688
200 0.0846053
300 0.213361
400 0.347689
500 0.472603
600 0.593334
700 0.71263
800 0.836299
900 0.9572
1000 1.06925
1100 1.18726
1200 1.31914
1300 1.46453
1400 1.61845
1500 1.76873
1600 1.91774
1700 2.07211
1800 2.22545
1900 2.38151
2000 2.54394
2100 2.71004
2200 2.88024
2300 3.04129
2400 3.19656
2500 3.34629
2600 3.49446
2700 3.64755
2800 3.80759
2900 3.97829
3000 4.15502
3100 4.32126
3200 4.4791
3300 4.64121
3400 4.80885
3500 4.97589
3600 5.14989
3700 5.33494
3800 5.52965
3900 5.72302
4000 5.89808
4100 6.05525
4200 6.21012
4300 6.38707
4400 6.57965
4500 6.76529
4600 6.94523
4700 7.11871
4800 7.29404
4900 7.47252
5000 7.65802
5100 7.8502
5200 8.04616
5300 8.24151
5400 8.44571
5500 8.67288
5600 8.92083
5700 9.17423
5800 9.42221
5900 9.65799
6000 9.90421
6100 10.1631
6200 10.4199
6300 10.6386
6400 10.8175
6500 10.9845
6600 11.1678
6700 11.3641
6800 11.5558
6900 11.7275
7000 11.881
7100 12.0459
7200 12.2451
7300 12.4692
7400 12.6991
7500 12.9238
7600 13.1229
7700 13.2842
7800 13.4416
7900 13.6206
8000 13.8255
8100 14.0466
8200 14.2647
8300 14.4521
8400 14.587
8500 14.6784
8600 14.763
8700 14.8818
8800 15.0439
8900 15.2207
9000 15.3913
9100 15.5454
9200 15.6817
9300 15.8051
9400 15.9268
9500 16.0447
9600 16.1586
9700 16.2832
9800 16.424
9900 16.5787
10000 16.7541
10100 16.9592
10200 17.1981
10300 17.4441
10400 17.6671
10500 17.8709
10600 18.0628
10700 18.2445
10800 18.424
10900 18.6276
11000 18.8598
11100 19.1002
11200 19.3394
11300 19.5684
11400 19.765
11500 19.935
11600 20.106
11700 20.286
11800 20.4579
11900 20.6184
12000 20.7623
12100 20.8846
12200 21.0001
12300 21.1225
12400 21.2597
12500 21.3947
12600 21.5011
12700 21.6062
12800 21.7417
12900 21.9004
13000 22.0731
13100 22.2453
13200 22.3998
13300 22.5394
13400 22.687
13500 22.8269
13600 22.9212
13700 22.9736
13800 23.0318
13900 23.1564
14000 23.3266
14100 23.5004
14200 23.6482
14300 23.7781
14400 23.9158
14500 24.0788
14600 24.2692
14700 24.4603
14800 24.634
14900 24.7942
15000 24.9497
15100 25.1
15200 25.2378
15300 25.3786
15400 25.5415
15500 25.7471
15600 25.9951
15700 26.2454
15800 26.4376
15900 26.5604
16000 26.6658
16100 26.807
16200 26.9868
16300 27.1618
16400 27.3161
16500 27.4481
16600 27.5577
16700 27.6398
16800 27.7041
16900 27.7885
17000 27.9341
17100 28.1137
17200 28.2547
17300 28.3266
17400 28.356
17500 28.4086
17600 28.5252
17700 28.691
17800 28.8768
17900 29.0529
18000 29.1896
18100 29.3005
18200 29.4315
18300 29.6093
18400 29.8119
18500 29.9967
18600 30.1385
18700 30.2319
18800 30.3055
18900 30.4011
19000 30.5419
19100 30.7088
19200 30.8477
19300 30.9273
19400 30.9564
19500 30.9772
19600 31.0492
19700 31.201
19800 31.4035
19900 31.6248
20000 31.8586
20100 32.0912
20200 32.2855
20300 32.4124
20400 32.4976
20500 32.5721
20600 32.6727
20700 32.8085
20800 32.9534
20900 33.0764
21000 33.1996
21100 33.3632
21200 33.5457
21300 33.7059
21400 33.8272
21500 33.9466
21600 34.087
21700 34.2464
21800 34.4145
21900 34.584
22000 34.7697
22100 34.9863
22200 35.2214
22300 35.4477
22400 35.6558
22500 35.8523
22600 36.0627
22700 36.2889
22800 36.5109
22900 36.7312
23000 36.9459
23100 37.1755
23200 37.4439
23300 37.7655
23400 38.098
23500 38.4017
23600 38.6394
23700 38.8196
23800 38.9796
23900 39.1331
24000 39.2797
24100 39.4187
24200 39.5872
24300 39.8059
24400 40.067
24500 40.3488
24600 40.6092
24700 40.813
24800 40.9533
24900 41.0602
25000 41.196
25100 41.4292
25200 41.7789
25300 42.2019
25400 42.6031
25500 42.8879
25600 43.0408
25700 43.1239
25800 43.2015
25900 43.2852
26000 43.385
26100 43.5121
26200 43.6594
26300 43.8148
26400 43.9805
26500 44.1632
26600 44.367
26700 44.5705
26800 44.7416
26900 44.8759
27000 45.0084
27100 45.1963
27200 45.4327
27300 45.65
27400 45.8172
27500 45.9569
27600 46.1183
27700 46.3196
27800 46.5478
27900 46.7886
28000 47.0449
28100 47.308
28200 47.5552
28300 47.7803
28400 47.9869
28500 48.187
28600 48.4242
28700 48.7385
28800 49.0969
28900 49.4231
29000 49.6582
29100 49.8026
29200 49.8947
29300 49.9655
29400 50.0384
29500 50.0981
29600 50.1048
29700 50.093
29800 50.1483
29900 50.2943
30000 50.4929
30100 50.7093
30200 50.9148
30300 51.0927
30400 51.2422
30500 51.3767
30600 51.5256
30700 51.7051
30800 51.9012
30900 52.1137
31000 52.337
31100 52.5464
31200 52.7079
31300 52.8045
31400 52.8696
31500 52.9759
31600 53.1578
31700 53.3956
31800 53.6567
31900 53.9118
32000 54.129
32100 54.3135
32200 54.4883
32300 54.6518
32400 54.7998
32500 54.9819
32600 55.2386
32700 55.5364
32800 55.7835
32900 55.9327
33000 56.0025
33100 56.0655
33200 56.1916
33300 56.3657
33400 56.5429
33500 56.7189
33600 56.9092
33700 57.1302
33800 57.3956
33900 57.6778
34000 57.9142
34100 58.0988
34200 58.2935
34300 58.5589
34400 58.8963
34500 59.2454
34600 59.5255
34700 59.7358
34800 59.9235
34900 60.0925
35000 60.2178
35100 60.338
35200 60.498
35300 60.73
35400 61.0386
35500 61.3846
35600 61.7082
35700 61.9646
35800 62.154
35900 62.3406
36000 62.5675
36100 62.8149
36200 63.0578
36300 63.2874
36400 63.4945
36500 63.6463
36600 63.7117
36700 63.7164
36800 63.7223
36900 63.7867
37000 63.928
37100 64.1051
37200 64.2811
37300 64.4703
37400 64.6761
37500 64.8523
37600 64.9724
37700 65.074
37800 65.1923
37900 65.3049
38000 65.4041
38100 65.5289
38200 65.7011
38300 65.8763
38400 65.9737
38500 65.9439
38600 65.8299
38700 65.734
38800 65.7249
38900 65.8192
39000 65.9851
39100 66.1649
39200 66.3352
39300 66.5081
39400 66.7072
39500 66.9545
39600 67.217
39700 67.4431
39800 67.6192
