A,B,
100,0.0215987
200,0.17702
300,0.487576
400,0.862066
500,1.25642
600,1.67112
700,2.12449
800,2.62365
900,3.17413
1000,3.75786
1100,4.30865
1200,4.85728
1300,5.43925
1400,6.05206
1500,6.67922
1600,7.30673
1700,7.89346
1800,8.45219
1900,9.01922
2000,9.56284
2100,10.0853
2200,10.5899
2300,11.0631
2400,11.5168
2500,11.9886
2600,12.5171
2700,13.0732
2800,13.6009
2900,14.111
3000,14.6184
3100,15.1272
3200,15.6505
3300,16.1913
3400,16.7046
3500,17.2162
3600,17.757
3700,18.3405
3800,18.9747
3900,19.5974
4000,20.1565
4100,20.6658
4200,21.1683
4300,21.6771
4400,22.1947
4500,22.7701
4600,23.4177
4700,24.0896
4800,24.7203
4900,25.3347
5000,25.9437
5100,26.5543
5200,27.1512
5300,27.7532
5400,28.3569
5500,28.9393
5600,29.5431
5700,30.1895
5800,30.8661
5900,31.5331
6000,32.2015
6100,32.8836
6200,33.5297
6300,34.1441
6400,34.7719
6500,35.355
6600,35.8547
6700,36.3056
6800,36.8533
6900,37.5169
7000,38.1806
7100,38.7482
7200,39.2568
7300,39.8054
7400,40.4205
7500,41.03
7600,41.6218
7700,42.2618
7800,42.9913
7900,43.8071
8000,44.6653
8100,45.4097
8200,45.9996
8300,46.5242
8400,47.1077
8500,47.7278
8600,48.3909
8700,49.1061
8800,49.7877
8900,50.4098
9000,50.9549
9100,51.4806
9200,52.0267
9300,52.6291
9400,53.3573
9500,54.13
9600,54.837
9700,55.4844
9800,56.1185
9900,56.7678
10000,57.425
10100,58.0338
10200,58.5052
10300,58.9265
10400,59.4446
10500,60.0054
10600,60.5716
10700,61.0744
10800,61.583
10900,62.1462
11000,62.7646
11100,63.4441
11200,64.1621
11300,64.7966
11400,65.3121
11500,65.7833
11600,66.3333
11700,66.9623
11800,67.6751
11900,68.3818
12000,68.9817
12100,69.5138
12200,70.1244
12300,70.8348
12400,71.578
12500,72.2768
12600,72.9273
12700,73.5907
12800,74.25
12900,74.8612
13000,75.4588
13100,76.1144
13200,76.8144
13300,77.4525
13400,77.973
13500,78.4428
13600,78.9527
13700,79.5788
13800,80.2884
13900,81.0385
14000,81.7787
14100,82.5461
14200,83.3107
14300,84.0917
14400,84.8869
14500,85.6251
14600,86.2888
14700,86.801
14800,87.2927
14900,87.8699
15000,88.5365
15100,89.2192
15200,89.8823
15300,90.5125
15400,91.1942
15500,91.9248
15600,92.5914
15700,93.1566
15800,93.6156
15900,94.0542
16000,94.5648
16100,95.1712
16200,95.8226
16300,96.4837
16400,97.129
16500,97.7362
16600,98.3471
16700,99.0187
16800,99.7131
16900,100.449
17000,101.152
17100,101.874
17200,102.676
17300,103.555
17400,104.447
17500,105.142
17600,105.664
17700,106.199
17800,106.787
17900,107.347
18000,107.784
18100,108.161
18200,108.626
18300,109.308
18400,110.184
18500,111.121
18600,111.926
18700,112.456
18800,112.827
18900,113.318
19000,114.034
19100,114.82
19200,115.426
19300,115.88
19400,116.342
19500,116.903
19600,117.502
19700,118.139
19800,118.864
19900,119.691
20000,120.508
20100,121.279
20200,122.075
20300,122.891
20400,123.761
20500,124.701
20600,125.656
20700,126.534
20800,127.336
20900,128.162
21000,129.052
21100,129.921
21200,130.67
21300,131.244
21400,131.581
21500,131.887
21600,132.327
21700,132.894
21800,133.488
21900,133.911
22000,134.18
22100,134.545
22200,135.132
22300,135.854
22400,136.548
22500,137.164
22600,137.698
22700,138.19
22800,138.75
22900,139.421
23000,140.112
23100,140.856
23200,141.681
23300,142.517
23400,143.238
23500,143.798
23600,144.254
23700,144.666
23800,145.126
23900,145.643
24000,146.062
24100,146.313
24200,146.535
24300,146.873
24400,147.333
24500,147.911
24600,148.63
24700,149.378
24800,149.999
24900,150.634
25000,151.359
25100,152.136
25200,152.841
25300,153.465
25400,154.035
25500,154.558
25600,155.102
25700,155.795
25800,156.705
25900,157.711
26000,158.596
26100,159.329
26200,160.004
26300,160.62
26400,161.12
26500,161.616
26600,162.165
26700,162.846
26800,163.736
26900,164.677
27000,165.563
27100,166.313
27200,166.777
27300,166.999
27400,167.293
27500,167.785
27600,168.36
27700,168.837
27800,169.169
27900,169.509
28000,170.041
28100,170.747
28200,171.532
28300,172.436
28400,173.372
28500,174.165
28600,174.736
28700,175.235
28800,175.961
28900,177.015
29000,178.275
29100,179.399
29200,180.196
29300,180.789
29400,181.302
29500,181.91
29600,182.68
29700,183.54
29800,184.391
29900,185.112
30000,185.585
30100,185.959
30200,186.461
30300,187.169
30400,188.032
30500,188.888
30600,189.596
30700,190.264
30800,190.962
30900,191.644
31000,192.368
31100,193.188
31200,194.057
31300,194.924
31400,195.67
31500,196.186
31600,196.632
31700,197.181
31800,197.937
31900,198.814
32000,199.718
32100,200.549
32200,201.346
32300,202.137
32400,202.984
32500,203.897
32600,204.827
32700,205.75
32800,206.761
32900,207.899
33000,209.053
33100,210.119
33200,211.095
33300,212.032
33400,212.922
33500,213.83
33600,214.669
33700,215.312
33800,215.862
33900,216.504
34000,217.216
34100,217.897
34200,218.685
34300,219.534
34400,220.409
34500,221.233
34600,221.971
34700,222.66
34800,223.259
34900,223.827
35000,224.452
35100,225.22
35200,226.08
35300,227.004
35400,227.843
35500,228.587
35600,229.327
35700,229.999
35800,230.591
