A,B,
100,0.0137725
200,0.105745
300,0.271734
400,0.451645
500,0.631112
600,0.826121
700,1.0334
800,1.23883
900,1.44944
1000,1.66827
1100,1.8849
1200,2.09829
1300,2.33841
1400,2.60735
1500,2.8904
1600,3.1775
1700,3.46666
1800,3.75035
1900,4.02042
2000,4.26352
2100,4.49309
2200,4.72627
2300,4.97471
2400,5.25012
2500,5.53573
2600,5.81092
2700,6.06212
2800,6.29972
2900,6.5336
3000,6.77713
3100,7.04062
3200,7.31783
3300,7.56931
3400,7.79756
3500,8.03575
3600,8.30568
3700,8.59066
3800,8.86061
3900,9.08675
4000,9.27348
4100,9.45735
4200,9.67364
4300,9.94463
4400,10.2713
4500,10.5971
4600,10.8635
4700,11.0563
4800,11.2024
4900,11.3554
5000,11.5516
5100,11.7879
5200,12.059
5300,12.3669
5400,12.6897
5500,13.0063
5600,13.2916
5700,13.535
5800,13.7406
5900,13.9631
6000,14.2021
6100,14.4529
6200,14.7186
6300,14.9881
6400,15.2377
6500,15.4701
6600,15.7011
6700,15.9509
6800,16.1888
6900,16.4207
7000,16.6676
7100,16.9527
7200,17.2824
7300,17.5995
7400,17.8404
7500,18.0123
7600,18.1827
7700,18.3859
7800,18.6096
7900,18.8365
8000,19.0597
8100,19.2862
8200,19.5236
8300,19.7675
8400,20.016
8500,20.2731
8600,20.5433
8700,20.814
8800,21.0846
8900,21.345
9000,21.6045
9100,21.8736
9200,22.172
9300,22.4815
9400,22.7629
9500,23.0288
9600,23.3174
9700,23.6564
9800,24.0385
9900,24.3957
10000,24.6739
10100,24.8881
10200,25.0675
10300,25.2557
10400,25.495
10500,25.7966
10600,26.1612
10700,26.5472
10800,26.9214
10900,27.276
11000,27.6049
11100,27.9184
11200,28.2373
11300,28.5448
11400,28.8389
11500,29.1066
11600,29.3295
11700,29.5441
11800,29.7903
11900,30.0519
12000,30.3165
12100,30.5716
12200,30.8593
12300,31.2203
12400,31.6414
12500,32.0437
12600,32.3661
12700,32.6069
12800,32.8367
12900,33.1392
13000,33.4979
13100,33.8289
13200,34.0856
13300,34.2692
13400,34.4227
13500,34.616
13600,34.8911
13700,35.2232
13800,35.5317
13900,35.7625
14000,35.9454
14100,36.1422
14200,36.3826
14300,36.6316
14400,36.8744
14500,37.1185
14600,37.3562
14700,37.5819
14800,37.8293
14900,38.1484
15000,38.5356
15100,38.8915
15200,39.1509
15300,39.3391
15400,39.5326
15500,39.8044
15600,40.1432
15700,40.4836
15800,40.7783
15900,41.0475
16000,41.2976
16100,41.5345
16200,41.7974
16300,42.0982
16400,42.4007
16500,42.6658
16600,42.889
16700,43.0735
16800,43.2589
16900,43.5067
17000,43.8362
17100,44.237
17200,44.6783
17300,45.0911
17400,45.4321
17500,45.6337
17600,45.7529
17700,45.9148
17800,46.1797
17900,46.5346
18000,46.8765
18100,47.1382
18200,47.33
18300,47.4995
18400,47.6922
18500,47.9236
18600,48.172
18700,48.3702
18800,48.4957
18900,48.5881
19000,48.6816
19100,48.8043
19200,48.972
19300,49.2225
19400,49.578
19500,49.9717
19600,50.298
19700,50.5296
19800,50.7388
19900,50.9638
20000,51.1996
20100,51.4867
20200,51.835
20300,52.1744
20400,52.4671
20500,52.6704
20600,52.8143
20700,53.0331
20800,53.3944
20900,53.7932
21000,54.1063
21100,54.2947
21200,54.481
21300,54.7671
21400,55.1155
21500,55.4089
21600,55.626
21700,55.8581
21800,56.1416
21900,56.4557
22000,56.7741
22100,57.0978
22200,57.4457
22300,57.852
22400,58.2957
22500,58.7093
22600,59.044
22700,59.3106
22800,59.5733
22900,59.9198
23000,60.3354
23100,60.7061
23200,60.915
23300,60.962
23400,61.0076
23500,61.1353
23600,61.2965
23700,61.4395
23800,61.5921
23900,61.8424
24000,62.2475
24100,62.7653
24200,63.2146
24300,63.4723
24400,63.5509
24500,63.5691
24600,63.6465
24700,63.8493
24800,64.1964
24900,64.6027
25000,64.9583
25100,65.2653
25200,65.5332
25300,65.7637
25400,66.004
25500,66.2714
25600,66.5319
25700,66.7195
25800,66.8574
25900,67.0093
26000,67.2158
26100,67.4596
26200,67.6946
26300,67.892
26400,68.1045
26500,68.3992
26600,68.7441
26700,69.076
26800,69.4105
26900,69.8331
27000,70.2715
27100,70.6468
27200,70.9664
27300,71.2929
27400,71.67
27500,72.0816
27600,72.4686
27700,72.8359
27800,73.2263
27900,73.6169
28000,73.9724
28100,74.2745
28200,74.5738
28300,74.9416
28400,75.3603
28500,75.7391
28600,75.9805
28700,76.1192
28800,76.2574
28900,76.3968
29000,76.5134
29100,76.6168
29200,76.74
29300,76.9352
29400,77.2388
29500,77.5845
29600,77.8838
29700,78.0571
29800,78.1362
29900,78.2308
30000,78.4752
30100,78.8932
30200,79.3307
30300,79.6791
30400,79.9468
30500,80.1538
30600,80.3349
30700,80.4781
30800,80.5971
30900,80.7304
31000,80.8956
31100,81.0977
31200,81.2843
31300,81.4394
31400,81.6567
31500,82.0174
31600,82.4845
31700,82.9649
31800,83.4267
31900,83.8978
32000,84.3354
32100,84.7025
32200,84.9667
32300,85.1814
32400,85.3852
32500,85.6068
32600,85.8554
32700,86.1066
32800,86.3446
32900,86.5934
33000,86.885
33100,87.2449
33200,87.6087
33300,87.8894
33400,88.1457
33500,88.4683
33600,88.853
33700,89.2745
33800,89.7291
33900,90.189
34000,90.5985
34100,90.9477
34200,91.3462
34300,91.8551
34400,92.3531
34500,92.6893
34600,92.8562
34700,93.013
34800,93.276
34900,93.6506
35000,94.0723
35100,94.4789
35200,94.8191
35300,95.1097
35400,95.4648
35500,95.9194
35600,96.3399
35700,96.621
35800,96.7287
35900,96.7724
36000,96.8929
36100,97.1717
36200,97.5619
36300,97.9551
36400,98.2696
36500,98.5179
36600,98.7852
36700,99.0905
36800,99.3759
36900,99.6134
37000,99.8443
37100,100.164
37200,100.569
37300,100.98
37400,101.332
37500,101.646
37600,101.941
37700,102.238
37800,102.533
37900,102.755
38000,102.845
38100,102.835
38200,102.856
38300,103.016
38400,103.298
38500,103.616
38600,103.918
38700,104.246
38800,104.656
38900,105.1
39000,105.498
39100,105.839
39200,106.146
39300,106.424
39400,106.679
39500,106.915
39600,107.131
39700,107.333
39800,107.598
39900,107.97
40000,108.343
40100,108.565
40200,108.664
40300,108.79
40400,109.041
40500,109.407
40600,109.781
40700,110.085
40800,110.348
40900,110.642
41000,110.988
41100,111.374
41200,111.794
41300,112.225
41400,112.637
41500,113.015
41600,113.358
41700,113.671
