A,B,
100 0.00918013
200 0.0692752
300 0.174633
400 0.283888
500 0.381524
600 0.468262
700 0.547379
800 0.620785
900 0.689997
1000 0.756758
1100 0.827195
1200 0.909785
1300 1.00624
1400 1.1105
1500 1.22186
1600 1.33818
1700 1.45861
1800 1.58221
1900 1.70546
2000 1.827
2100 1.93581
2200 2.039
2300 2.14742
2400 2.26089
2500 2.37
2600 2.46946
2700 2.56444
2800 2.65766
2900 2.75029
3000 2.84267
3100 2.93624
3200 3.03251
3300 3.12859
3400 3.21911
3500 3.31074
3600 3.40994
3700 3.51137
3800 3.61067
3900 3.70653
4000 3.80412
4100 3.91043
4200 4.02392
4300 4.13569
4400 4.23334
4500 4.3194
4600 4.41013
4700 4.51662
4800 4.63057
4900 4.74299
5000 4.85193
5100 4.96631
5200 5.08365
5300 5.19569
5400 5.30608
5500 5.42053
5600 5.53814
5700 5.64793
5800 5.74261
5900 5.82592
6000 5.90974
6100 6.00616
6200 6.11809
6300 6.24351
6400 6.36628
6500 6.47725
6600 6.58576
6700 6.69976
6800 6.81389
6900 6.91296
7000 6.98585
7100 7.04245
7200 7.10527
7300 7.19079
7400 7.29815
7500 7.41746
7600 7.5315
7700 7.63095
7800 7.71755
7900 7.79439
8000 7.87822
8100 7.97148
8200 8.06935
8300 8.17508
8400 8.30292
8500 8.4446
8600 8.58014
8700 8.69135
8800 8.77915
8900 8.86245
9000 8.96133
9100 9.08716
9200 9.22634
9300 9.35046
9400 9.44148
9500 9.51335
9600 9.60484
9700 9.7257
9800 9.84898
9900 9.95627
10000 10.069
10100 10.1983
10200 10.3404
10300 10.4826
10400 10.6069
10500 10.7103
10600 10.8035
10700 10.9088
10800 11.0389
10900 11.183
11000 11.3321
11100 11.4826
11200 11.6291
11300 11.7626
11400 11.8784
11500 11.9842
11600 12.093
11700 12.2001
11800 12.3002
11900 12.3995
12000 12.5017
12100 12.5893
12200 12.656
12300 12.724
12400 12.8212
12500 12.9498
12600 13.092
12700 13.231
12800 13.3543
12900 13.4776
13000 13.6047
13100 13.7343
13200 13.8704
13300 14.0177
13400 14.1814
13500 14.3632
13600 14.5551
13700 14.7432
13800 14.9122
13900 15.06
14000 15.1759
14100 15.2549
14200 15.3275
14300 15.4222
14400 15.5331
14500 15.6458
14600 15.7674
14700 15.9133
14800 16.0738
14900 16.216
15000 16.3218
15100 16.4053
15200 16.4917
15300 16.5994
15400 16.7243
15500 16.8504
15600 16.9918
15700 17.1594
15800 17.3454
15900 17.518
16000 17.6411
16100 17.7123
16200 17.787
16300 17.9175
16400 18.091
16500 18.2685
16600 18.4286
16700 18.5596
16800 18.6809
16900 18.8075
17000 18.9339
17100 19.0428
17200 19.1179
17300 19.1662
17400 19.2265
17500 19.3284
17600 19.4605
17700 19.5887
17800 19.6909
17900 19.7835
18000 19.8972
18100 20.0358
18200 20.1811
18300 20.3152
18400 20.4422
18500 20.5492
18600 20.6497
18700 20.7652
18800 20.8886
18900 20.9819
19000 21.0411
19100 21.0884
19200 21.1426
19300 21.2051
19400 21.2828
19500 21.4031
19600 21.5841
19700 21.7908
19800 21.956
19900 22.0451
20000 22.0915
20100 22.1575
20200 22.2625
20300 22.3841
20400 22.5063
20500 22.6246
20600 22.7249
20700 22.8193
20800 22.9143
20900 22.9713
21000 22.9772
21100 22.9674
21200 22.9871
21300 23.0619
21400 23.1693
21500 23.2759
21600 23.3752
21700 23.4598
21800 23.5284
21900 23.6055
22000 23.7045
22100 23.8098
22200 23.8867
22300 23.9247
22400 23.9697
22500 24.0736
22600 24.2418
22700 24.4198
22800 24.5665
22900 24.685
23000 24.8276
23100 25.0386
23200 25.2964
23300 25.5289
23400 25.6859
23500 25.7902
23600 25.8955
23700 26.0362
23800 26.1931
23900 26.3153
24000 26.3809
24100 26.4324
24200 26.534
24300 26.6969
24400 26.8788
24500 27.0321
24600 27.1603
24700 27.2947
24800 27.4395
24900 27.5766
25000 27.6825
25100 27.7628
25200 27.848
25300 27.9564
25400 28.086
25500 28.2383
25600 28.4055
25700 28.5802
25800 28.7532
25900 28.8947
26000 28.9706
26100 28.9896
26200 28.9972
26300 29.0201
26400 29.0571
26500 29.0907
26600 29.1127
26700 29.1495
26800 29.2303
26900 29.3584
27000 29.5139
27100 29.6602
27200 29.7621
27300 29.8024
27400 29.7879
27500 29.7677
27600 29.7938
27700 29.889
27800 30.0326
27900 30.177
28000 30.2904
28100 30.3724
28200 30.4246
28300 30.4595
28400 30.5149
28500 30.6097
28600 30.7209
28700 30.8083
28800 30.8521
28900 30.8723
29000 30.9249
29100 31.0536
29200 31.2597
29300 31.4883
29400 31.6706
29500 31.7748
29600 31.8554
29700 31.9844
29800 32.1708
29900 32.36
30000 32.4957
30100 32.5752
30200 32.6224
30300 32.6666
30400 32.7366
30500 32.832
30600 32.9416
30700 33.0483
30800 33.1189
30900 33.1338
31000 33.131
31100 33.1747
31200 33.2761
31300 33.4088
31400 33.5397
31500 33.6597
31600 33.758
31700 33.828
31800 33.878
31900 33.8993
32000 33.8759
32100 33.8478
32200 33.8922
32300 34.0535
32400 34.2939
32500 34.5224
32600 34.6864
32700 34.7907
32800 34.8979
32900 35.0644
33000 35.2633
33100 35.411
33200 35.4746
33300 35.4995
33400 35.5689
33500 35.7322
33600 35.9614
33700 36.1884
33800 36.3572
33900 36.46
34000 36.5251
34100 36.5878
34200 36.6833
34300 36.8107
34400 36.9391
34500 37.0689
34600 37.2113
34700 37.35
34800 37.4743
34900 37.5837
35000 37.6786
35100 37.7827
35200 37.9072
35300 38.0319
35400 38.1518
35500 38.2954
35600 38.4822
35700 38.6752
35800 38.8237
35900 38.9216
36000 39.0045
36100 39.1086
36200 39.2439
36300 39.3819
36400 39.5009
36500 39.6191
36600 39.7687
36700 39.9713
36800 40.2113
36900 40.4469
37000 40.6419
37100 40.7914
37200 40.9037
37300 40.9978
37400 41.0844
37500 41.1457
37600 41.1737
37700 41.1908
37800 41.2379
37900 41.3541
38000 41.547
38100 41.7901
38200 42.0277
38300 42.2342
38400 42.3955
38500 42.5233
38600 42.6525
38700 42.8023
38800 42.9879
38900 43.2167
39000 43.468
39100 43.7185
39200 43.9509
39300 44.1285
39400 44.2242
39500 44.2679
39600 44.3232
39700 44.4211
39800 44.5473
39900 44.6679
40000 44.7465
40100 44.7972
40200 44.8565
40300 44.9385
40400 45.0454
40500 45.1572
40600 45.2557
40700 45.3535
40800 45.4557
40900 45.5471
41000 45.6243
41100 45.6905
41200 45.7453
41300 45.8107
41400 45.9189
41500 46.0803
41600 46.3045
41700 46.588
41800 46.8406
41900 46.9969
42000 47.0692
42100 47.1335
42200 47.2452
42300 47.3961
42400 47.5323
42500 47.6213
42600 47.6824
42700 47.7422
42800 47.7965
42900 47.8354
43000 47.8796
43100 47.9462
43200 48.0322
43300 48.142
43400 48.2812
43500 48.4492
43600 48.6224
43700 48.7487
43800 48.7897
43900 48.7563
44000 48.7354
44100 48.8173
44200 49.0022
44300 49.2161
44400 49.4345
44500 49.688
44600 49.9879
44700 50.3127
